17589	15611:0	8388:1	3865:2	5769:3	13246:4	1830:5	11660:6	6958:7	425:8	2318:9	
16246	43:0	3165:1	4117:2	1177:3	10313:4	14423:5	12086:6	5016:7	6006:8	2233:9	
16234	3744:0	13291:1	2733:2	6110:3	15336:4	4167:5	314:6	1327:7	11696:8	13342:9	
16232	14350:0	6293:1	11089:2	5079:3	2733:4	4500:5	14721:6	1327:7	56:8	13266:9	
16221	7596:0	6568:1	13025:2	4192:3	3739:4	13231:5	10182:6	4192:7	349:8	2344:9	
16198	101:0	1935:1	1243:2	11195:3	6143:4	5036:5	4192:6	14950:7	8316:8	13042:9	
16149	14435:0	1820:1	6261:2	3744:3	11321:4	2256:5	12101:6	36:7	14429:8	4167:9	
16130	11321:0	6159:1	14435:2	13121:3	53:4	2256:5	7460:6	1820:7	11986:8	4167:9	
16113	2389:0	1310:1	13567:2	2389:3	3845:4	15263:5	11346:6	13067:7	13496:8	1047:9	
16091	13401:0	15929:1	4131:2	5046:3	3165:4	11765:5	1548:6	6089:7	2238:8	16:9	
16071	12086:0	3165:1	48:2	11299:3	2487:4	4172:5	5016:6	11895:7	6006:8	1177:9	
16046	2487:0	14423:1	11895:2	2487:3	11299:4	1177:5	4138:6	53:7	6006:8	5049:9	
16034	53:0	6145:1	11895:2	11299:3	12086:4	1177:5	5016:6	4138:7	2487:8	12086:9	
15997	1305:0	14753:1	2233:2	13181:3	30:4	4117:5	1177:6	10313:7	6064:8	5049:9	
15992	15409:0	13301:1	1516:2	13354:3	11765:4	3488:5	6261:6	4538:7	158:8	1739:9	
15983	12086:0	3165:1	2252:2	11299:3	1177:4	48:5	5016:6	11925:7	6156:8	4138:9	
15958	13181:0	12200:1	1179:2	6588:3	12959:4	5639:5	4214:6	2916:7	390:8	13791:9	
15939	7528:0	12515:1	5146:2	6315:3	4611:4	15409:5	12021:6	3845:7	211:8	2350:9	
15904	15370:0	309:1	12479:2	12479:3	10770:4	10913:5	12479:6	2614:7	10210:8	12817:9	
15870	6312:0	12417:1	101:2	4206:3	11798:4	12460:5	12326:6	2005:7	5075:8	14515:9	
15865	5075:0	2005:1	101:2	11798:3	14515:4	878:5	4210:6	12454:7	14506:8	6312:9	
15859	12342:0	6032:1	10251:2	7543:3	2267:4	101:5	2005:6	4210:7	14428:8	878:9	
15853	878:0	4206:1	12326:2	101:3	14515:4	12454:5	3748:6	5075:7	12417:8	11798:9	
15821	101:0	13164:1	2353:2	4206:3	5102:4	8189:5	10200:6	14555:7	1457:8	6307:9	
15814	101:0	5646:1	4128:2	10980:3	15195:4	1838:5	12426:6	13164:7	6313:8	2459:9	
15812	12426:0	101:1	6375:2	5646:3	10980:4	4128:5	12418:6	12462:7	7584:8	15305:9	
15802	2733:0	5202:1	12294:2	6156:3	1289:4	3850:5	15519:6	11779:7	479:8	4244:9	
15785	14555:0	101:1	2554:2	12426:3	6296:4	11649:5	13164:6	7584:7	3165:8	4209:9	
15739	1191:0	12227:1	4117:2	11374:3	13073:4	23:5	11493:6	6272:7	2252:8	14559:9	
15738	3173:0	5046:1	6220:2	1191:3	14499:4	2218:5	23:6	13073:7	11397:8	4138:9	
15730	20:0	2238:1	6325:2	7487:3	12268:4	10176:5	4207:6	14541:7	1177:8	1829:9	
15655	12105:0	13199:1	13199:2	14428:3	11649:4	12:5	6016:6	2318:7	1313:8	14522:9	
15627	6003:0	10105:1	4163:2	12326:3	3984:4	2186:5	3165:6	2691:7	14436:8	30:9	
15622	10602:0	30:1	4163:2	11974:3	3984:4	2342:5	3165:6	14436:7	2186:8	6098:9	
15618	13164:0	2252:1	1177:2	14559:3	3152:4	10176:5	4649:6	23:7	7387:8	6272:9	
15588	2227:0	13199:1	12405:2	12363:3	12405:4	1439:5	1280:6	12691:7	4625:8	11221:9	
15546	6701:0	12490:1	7584:2	14559:3	10511:4	4632:5	5120:6	2321:7	1978:8	238:9	
15543	14515:0	2005:1	101:2	12440:3	878:4	10267:5	4206:6	12460:7	2213:8	5075:9	
15506	3748:0	15069:1	6092:2	12336:3	4244:4	101:5	11493:6	7675:7	2323:8	12363:9	
15485	14501:0	12304:1	12289:2	11082:3	12304:4	12239:5	1194:6	6313:7	2223:8	4209:9	
15430	1194:0	5034:1	6617:2	4214:3	12138:4	1742:5	13199:6	273:7	2246:8	14308:9	
15429	5034:0	12975:1	1194:2	12129:3	1562:4	12129:5	6700:6	4179:7	2246:8	14308:9	
15407	102:0	4168:1	3173:2	12021:3	14506:4	12313:5	2297:6	5108:7	6311:8	12110:9	
15381	12301:0	1189:1	5120:2	6239:3	3267:4	4207:5	1944:6	3105:7	643:8	12282:9	
15375	14555:0	11321:1	4167:2	4168:3	2343:4	3163:5	6701:6	12342:7	5086:8	7743:9	
15370	10125:0	1177:1	12136:2	6382:3	172:4	3584:5	1107:6	2243:7	14506:8	4143:9	
15363	12242:0	1827:1	12507:2	2252:3	6291:4	36:5	4168:6	12226:7	10206:8	14325:9	
15355	2219:0	1670:1	12467:2	1327:3	11696:4	4167:5	15096:6	314:7	5334:8	1082:9	
15341	12149:0	11623:1	4157:2	53:3	12100:4	2252:5	6196:6	12975:7	3173:8	14428:9	
15316	1177:0	14436:1	11321:2	2252:3	4157:4	3:5	11986:6	12975:7	7423:8	6174:9	
15312	14317:0	12397:1	25:2	11221:3	1177:4	5046:5	2255:6	10156:7	4186:8	6164:9	
15306	12294:0	2321:1	10206:2	7504:3	12242:4	6291:5	36:6	4168:7	14501:8	1816:9	
15298	4157:0	12193:1	11324:2	6363:3	3248:4	2312:5	7535:6	7535:7	14429:8	193:9	
15292	43:0	11925:1	11895:2	4131:3	10313:4	2487:5	1177:6	7392:7	6006:8	5049:9	
15284	6107:0	11321:1	4167:2	1831:3	3593:4	14350:5	5252:6	11987:7	7435:8	2271:9	
15277	2267:0	11984:1	6032:2	1177:3	12975:4	23:5	5046:6	4167:7	3173:8	14436:9	
15260	12105:0	1190:1	10122:2	3154:3	6119:4	2247:5	12133:6	36:7	4156:8	14428:9	
15258	3165:0	6156:1	2233:2	14461:3	11299:4	34:5	5046:6	4161:7	14461:8	12975:9	
15252	2286:0	12109:1	15036:2	6156:3	7535:4	10107:5	5016:6	4117:7	1177:8	53:9	
15248	12078:0	4157:1	53:2	11921:3	14435:4	14429:5	1177:6	2250:7	10102:8	6016:9	
15247	1177:0	11921:1	53:2	12078:3	14435:4	11921:5	10102:6	2250:7	4157:8	6016:9	
15240	2227:0	12105:1	14325:2	48:3	6016:4	4812:5	14325:6	8257:7	12033:8	10417:9	
15238	6166:0	2272:1	5188:2	78:3	1185:4	14544:5	10746:6	7482:7	4109:8	12424:9	
15234	14399:0	12975:1	1189:2	4115:3	11649:4	12342:5	14435:6	3242:7	6219:8	2267:9	
15223	12086:0	2487:1	4172:2	6728:3	10313:4	1177:5	11299:6	5046:7	3165:8	48:9	
15200	12100:0	3162:1	14447:2	21:3	7372:4	2252:5	10530:6	6308:7	4109:8	2252:9	
15124	12182:0	14326:1	6032:2	4127:3	3165:4	7434:5	1177:6	14429:7	4:8	10114:9	
15081	10106:0	14326:1	6032:2	4127:3	12088:4	1990:5	2217:6	1177:7	4:8	7492:9	
15071	12102:0	14326:1	6032:2	4127:3	11921:4	1177:5	7434:6	10114:7	4:8	12134:9	
15031	2088:0	12417:1	1177:2	314:3	14325:4	2218:5	6119:6	4157:7	10165:8	13199:9	
15029	12136:0	14326:1	1177:2	12417:3	53:4	2088:5	6119:6	3736:7	10165:8	2227:9	
14989	3:0	14428:1	3173:2	12139:3	10332:4	2227:5	4157:6	12101:7	12975:8	12242:9	
14979	2227:0	14428:1	14428:2	3242:3	12139:4	3:5	4157:6	12242:7	14435:8	10332:9	
14970	6068:0	2252:1	5049:2	14399:3	12975:4	1434:5	11649:6	11920:7	2254:8	4137:9	
14952	14435:0	12975:1	11649:2	6068:3	4142:4	2267:5	53:6	12136:7	1177:8	5046:9	
14938	14435:0	12105:1	11649:2	12975:3	5046:4	2267:5	53:6	4142:7	6152:8	1177:9	
14930	12074:0	5112:1	6939:2	309:3	14435:4	4611:5	11957:6	10110:7	7730:8	1260:9	
14897	4127:0	12057:1	2233:2	14423:3	12057:4	1177:5	5016:6	10107:7	6728:8	53:9	
14893	7406:0	6152:1	5047:2	23:3	13120:4	3154:5	14503:6	2272:7	14430:8	4131:9	
14874	5086:0	11986:1	4167:2	2343:3	6701:4	11649:5	12361:6	7743:7	12342:8	3163:9	
14854	14326:0	1:1	11920:2	11649:3	6016:4	11973:5	56:6	14326:7	4167:8	2252:9	
14847	4186:0	2252:1	6016:2	14507:3	12021:4	12149:5	11918:6	13199:7	23:8	11649:9	
14839	20:0	4137:1	11959:2	14506:3	6212:4	12102:5	13698:6	11649:7	2250:8	12369:9	
14834	6212:0	12102:1	20:2	11959:3	12268:4	12025:5	4137:6	11649:7	2250:8	14436:9	
14817	14326:0	10313:1	14428:2	5034:3	58:4	13199:5	6119:6	4129:7	2249:8	14429:9	
14799	4137:0	14311:1	3165:2	6011:3	11649:4	2227:5	13120:6	3242:7	11926:8	5046:9	
14798	2227:0	14311:1	5046:2	6011:3	11649:4	3849:5	11963:6	12008:7	12959:8	4137:9	
14761	5046:0	11:1	7628:2	12231:3	11321:4	6174:5	2252:6	4128:7	3173:8	14429:9	
14759	11649:0	1177:1	11984:2	4148:3	12175:4	2252:5	12139:6	11:7	14429:8	6196:9	
14750	12975:0	2267:1	11321:2	12100:3	2227:4	14436:5	3173:6	6119:7	4168:8	48:9	
14710	13199:0	14428:1	14326:2	12101:3	3163:4	11649:5	50:6	2267:7	4157:8	6016:9	
14705	50:0	14326:1	12089:2	13199:3	4157:4	11649:5	3163:6	2267:7	2267:8	6016:9	
14696	14428:0	14326:1	4157:2	12105:3	23:4	11649:5	3163:6	2267:7	11920:8	6016:9	
14692	13199:0	14429:1	6068:2	48:3	14428:4	11649:5	3163:6	2267:7	13199:8	4157:9	
14690	2250:0	12021:1	10141:2	3744:3	14969:4	6017:5	14325:6	6055:7	1:8	2250:9	
14674	7372:0	4157:1	1177:2	14326:3	1177:4	309:5	6113:6	12316:7	2252:8	11995:9	
14670	1177:0	4167:1	6016:2	3154:3	2252:4	21:5	12089:6	10296:7	6016:8	14326:9	
14664	7667:0	12021:1	2342:2	11649:3	4186:4	14326:5	3162:6	12975:7	12462:8	6119:9	
14654	36:0	2255:1	11321:2	6109:3	13343:4	3849:5	4116:6	11956:7	12105:8	14331:9	
14597	13199:0	12105:1	14326:2	11649:3	48:4	4137:5	6068:6	1177:7	2213:8	12105:9	
14591	48:0	11919:1	14326:2	2213:3	10313:4	1177:5	11919:6	6068:7	11919:8	4127:9	
14586	4137:0	11919:1	12102:2	12089:3	48:4	10313:5	6068:6	1177:7	13199:8	14326:9	
14574	13199:0	48:1	6119:2	1177:3	11649:4	14325:5	4137:6	7378:7	12105:8	2375:9	
14540	2510:0	12075:1	14329:2	4148:3	10954:4	11912:5	12426:6	12383:7	3173:8	7528:9	
14509	2022:0	1058:1	3003:2	13838:3	11277:4	3877:5	479:6	15899:7	10019:8	4998:9	
14503	4172:0	2594:1	15899:2	1656:3	3165:4	1289:5	11871:6	425:7	6059:8	12236:9	
14486	3748:0	11496:1	15565:2	1992:3	11586:4	309:5	1429:6	2366:7	1870:8	12300:9	
14449	15024:0	12292:1	4584:2	5220:3	10424:4	13360:5	13493:6	2594:7	6107:8	13360:9	
14308	16:0	4172:1	11925:2	6728:3	10313:4	1177:5	6064:6	2218:7	3165:8	5049:9	
14296	2375:0	10296:1	15196:2	2050:3	12020:4	11932:5	4206:6	11468:7	6600:8	309:9	
14287	13262:0	11262:1	2448:2	4172:3	11628:4	6145:5	405:6	1984:7	5651:8	11503:9	
14257	223:0	2071:1	2733:2	14878:3	11470:4	6616:5	13517:6	3173:7	1013:8	15226:9	
14214	2191:0	11230:1	12462:2	11766:3	14961:4	1163:5	3014:6	10052:7	4804:8	447:9	
14199	11567:0	2233:1	11326:2	1337:3	4497:4	5046:5	16:6	6089:7	1177:8	11938:9	
14193	398:0	13132:1	1916:2	14456:3	11470:4	5762:5	11976:6	14308:7	5145:8	3306:9	
14188	12354:0	53:1	6064:2	3165:3	2218:4	10107:5	5016:6	1177:7	4131:8	12468:9	
14172	6145:0	4172:1	11895:2	5016:3	11660:4	1177:5	11660:6	43:7	2233:8	3165:9	
14156	11379:0	14501:1	10350:2	10217:3	2733:4	11379:5	10417:6	12638:7	101:8	11072:9	
14147	13280:0	10296:1	5597:2	2306:3	14323:4	2018:5	10040:6	1411:7	333:8	6600:9	
14134	10197:0	11349:1	11496:2	10192:3	272:4	12128:5	11586:6	1323:7	2080:8	7084:9	
14086	14398:0	13056:1	7771:2	2818:3	8227:4	10417:5	10515:6	10132:7	10350:8	13056:9	
14079	12304:0	12079:1	4209:2	2111:3	11320:4	2309:5	14514:6	101:7	6313:8	1194:9	
14072	2520:0	1411:1	14943:2	333:3	10040:4	4019:5	10993:6	5251:7	12242:8	4138:9	
14070	11324:0	2018:1	10040:2	1411:3	2520:4	12242:5	6119:6	333:7	14323:8	5068:9	
14057	4584:0	12292:1	2256:2	15024:3	10424:4	1397:5	13493:6	12292:7	6107:8	5682:9	
14009	11671:0	5461:1	13227:2	390:3	5461:4	6663:5	11240:6	4209:7	15043:8	2697:9	
13978	2218:0	1177:1	11459:2	6728:3	5046:4	144:5	14506:6	3165:7	12682:8	4138:9	
13947	53:0	2487:1	11976:2	1177:3	10313:4	2233:5	4138:6	14423:7	6020:8	5049:9	
13945	4706:0	8665:1	13703:2	6317:3	271:4	5412:5	15186:6	2697:7	1006:8	3761:9	
13941	12086:0	1177:1	5016:2	11299:3	4138:4	2252:5	48:6	12086:7	6006:8	14423:9	
13917	12086:0	11925:1	1177:2	43:3	6064:4	4138:5	5016:6	11976:7	11299:8	2487:9	
13911	43:0	10313:1	11895:2	2218:3	1177:4	10107:5	5016:6	14323:7	6006:8	4138:9	
13891	1177:0	43:1	2487:2	10810:3	13064:4	14968:5	5046:6	10856:7	6728:8	4172:9	
13888	53:0	2252:1	12086:2	6728:3	10313:4	4131:5	1177:6	14423:7	10313:8	5049:9	
13848	10216:0	5046:1	53:2	2218:3	3165:4	10216:5	12033:6	14423:7	4131:8	1177:9	
13776	6064:0	11895:1	5016:2	11299:3	2487:4	16:5	3165:6	4172:7	6006:8	1177:9	
13763	12086:0	6156:1	2487:2	1177:3	10313:4	53:5	3165:6	4117:7	5016:8	10107:9	
13736	10578:0	203:1	10315:2	6940:3	1179:4	13266:5	4131:6	12918:7	3231:8	14311:9	
13692	1177:0	3165:1	2218:2	4131:3	10313:4	53:5	11895:6	11925:7	6006:8	5016:9	
13672	1565:0	11556:1	1174:2	6089:3	14312:4	126:5	4167:6	3165:7	5046:8	13473:9	
13666	1177:0	8302:1	10314:2	13978:3	6020:4	480:5	5016:6	3867:7	2218:8	15299:9	
13655	13608:0	10282:1	1762:2	1011:3	2637:4	15335:5	6098:6	13667:7	4846:8	10558:9	
13597	1257:0	14436:1	6247:2	11397:3	13004:4	2321:5	101:6	11960:7	13620:8	11445:9	
13591	14435:0	14436:1	2733:2	11397:3	101:4	1257:5	6247:6	12332:7	11397:8	13004:9	
13585	2733:0	3748:1	13620:2	12332:3	1257:4	11397:5	14436:6	12975:7	13246:8	101:9	
13576	3154:0	101:1	14435:2	14435:3	12417:4	6119:5	11649:6	1257:7	4111:8	2227:9	
13567	11321:0	6057:1	7592:2	3154:3	4140:4	1437:5	14311:6	12175:7	11986:8	36:9	
13564	12086:0	48:1	10107:2	2252:3	3165:4	11925:5	5016:6	4138:7	6156:8	1177:9	
13561	14323:0	10692:1	10548:2	10568:3	14323:4	11974:5	10705:6	2:7	2528:8	10359:9	
13559	10477:0	10544:1	10338:2	109:3	10449:4	12206:5	10544:6	10398:7	10966:8	10432:9	
13552	3159:0	12314:1	1177:2	2487:3	5049:4	11161:5	6459:6	37:7	7675:8	4296:9	
13546	12086:0	2252:1	6006:2	14423:3	6728:4	10107:5	5016:6	1177:7	53:8	4117:9	
13513	1350:0	1558:1	10241:2	10240:3	12000:4	4063:5	10245:6	5885:7	14902:8	10243:9	
13506	2607:0	6180:1	14662:2	3748:3	12037:4	14529:5	10686:6	10193:7	7487:8	211:9	
13498	5102:0	6156:1	7392:2	10179:3	13381:4	4172:5	3514:6	14423:7	2227:8	48:9	
13495	10181:0	12987:1	10192:2	220:3	1251:4	4172:5	5016:6	3165:7	6006:8	2487:9	
13492	10188:0	7493:1	6343:2	10913:3	10171:4	10139:5	14423:6	2614:7	3241:8	13004:9	
13455	12810:0	5738:1	7070:2	15252:3	10893:4	1279:5	7462:6	2866:7	42:8	2029:9	
13441	12099:0	11384:1	2697:2	11309:3	15213:4	1281:5	11266:6	11045:7	11080:8	10984:9	
13440	3165:0	11299:1	6020:2	14423:3	2252:4	4138:5	5016:6	1177:7	43:8	12086:9	
13402	12363:0	14506:1	1397:2	4207:3	1179:4	13164:5	101:6	11623:7	6264:8	2267:9	
13368	6272:0	2310:1	11653:2	3173:3	1012:4	8974:5	23:6	12314:7	11060:8	14559:9	
13362	15691:0	3212:1	2897:2	1327:3	314:4	11090:5	13266:6	4167:7	6032:8	13507:9	
13302	10206:0	2218:1	337:2	1562:3	3266:4	14431:5	4115:6	315:7	11986:8	7553:9	
13182	1069:0	6359:1	2276:2	13608:3	4632:4	11671:5	13698:6	16090:7	1762:8	398:9	
13181	12080:0	2967:1	1944:2	14207:3	13246:4	4611:5	14071:6	15916:7	14106:8	6272:9	
13170	10019:0	11850:1	11859:2	13914:3	2146:4	5006:5	3928:6	5006:7	6762:8	1170:9	
13005	14325:0	2252:1	48:2	10679:3	13287:4	10679:5	1177:6	4172:7	6006:8	5049:9	
12998	10515:0	2991:1	15497:2	2:3	12196:4	5264:5	4172:6	1326:7	6171:8	3238:9	
12982	14325:0	6240:1	9079:2	12268:3	13168:4	10452:5	4127:6	37:7	2028:8	12268:9	
12981	6119:0	314:1	2018:2	14501:3	11468:4	6119:5	12870:6	10296:7	4206:8	2733:9	
12978	4131:0	1177:1	14325:2	48:3	6728:4	10107:5	5016:6	11976:7	2487:8	11925:9	
12970	2342:0	10207:1	3744:2	1457:3	12462:4	4206:5	2874:6	447:7	6672:8	14555:9	
12963	101:0	7584:1	11649:2	10179:3	15195:4	12418:5	6375:6	5646:7	4207:8	2459:9	
12958	10237:0	2233:1	11895:2	4138:3	3165:4	14423:5	5049:6	53:7	6006:8	1177:9	
12954	11671:0	5461:1	6840:2	12648:3	390:4	4554:5	15043:6	4209:7	2309:8	5461:9	
12939	2218:0	11925:1	3165:2	4117:3	10313:4	43:5	5016:6	1177:7	6006:8	1177:9	
12938	15263:0	11660:1	309:2	2733:3	3761:4	5264:5	13590:6	4625:7	13341:8	13622:9	
12935	1391:0	4653:1	309:2	7770:3	5729:4	3845:5	13528:6	15305:7	2672:8	6897:9	
12934	12086:0	4138:1	1177:2	11299:3	3165:4	5049:5	5016:6	2252:7	6728:8	48:9	
12929	1429:0	12462:1	11423:2	309:3	13030:4	15950:5	14207:6	13818:7	11468:8	2366:9	
12925	3290:0	13030:1	11468:2	15565:3	2366:4	3260:5	1429:6	11853:7	14207:8	13818:9	
12924	426:0	4858:1	13400:2	1280:3	2716:4	9544:5	15596:6	2156:7	6988:8	11499:9	
12917	2218:0	14423:1	1012:2	10176:3	4172:4	12033:5	6156:6	3165:7	43:8	5049:9	
12914	7689:0	3173:1	15590:2	11986:3	2267:4	11174:5	6016:6	4292:7	1896:8	53:9	
12909	1177:0	6020:1	5016:2	53:3	11895:4	10107:5	12086:6	2487:7	4117:8	14423:9	
12908	6145:0	11925:1	53:2	11299:3	1177:4	3165:5	2233:6	4138:7	14423:8	5016:9	
12904	12417:0	1112:1	1830:2	5202:3	10557:4	3306:5	3019:6	1280:7	479:8	15078:9	
12902	11895:0	2252:1	5016:2	11299:3	48:4	1177:5	4172:6	14423:7	6006:8	3165:9	
12900	36:0	3744:1	1818:2	4104:3	6261:4	2256:5	14429:6	5078:7	12076:8	11321:9	
12897	10679:0	1563:1	15036:2	4141:3	13335:4	431:5	1411:6	2733:7	7951:8	6937:9	
12896	14149:0	1429:1	16050:2	2111:3	10039:4	2733:5	10251:6	4109:7	459:8	11320:9	
12888	4172:0	2487:1	10247:2	3165:3	53:4	1177:5	14423:6	11976:7	6006:8	5049:9	
12879	11939:0	2525:1	2733:2	15501:3	14978:4	4584:5	13517:6	5123:7	309:8	1898:9	
12874	13246:0	11649:1	13517:2	11931:3	15197:4	4127:5	11920:6	53:7	3152:8	2611:9	
12871	12462:0	12975:1	13604:2	451:3	10049:4	15585:5	11845:6	3748:7	2805:8	4611:9	
12870	447:0	11103:1	12369:2	7409:3	3577:4	1397:5	14499:6	2528:7	6143:8	5568:9	
12866	431:0	2821:1	3882:2	1576:3	5784:4	10832:5	1252:6	6642:7	15518:8	13560:9	
12864	13649:0	5639:1	11336:2	6613:3	2541:4	4625:5	1830:6	7557:7	312:8	15859:9	
12863	6655:0	4181:1	5339:2	2733:3	209:4	14920:5	11677:6	13518:7	3242:8	10032:9	
12861	15198:0	13517:1	13570:2	1998:3	11222:4	4688:5	2733:6	13563:7	5447:8	14978:9	
12857	13945:0	10429:1	13909:2	13634:3	11017:4	10019:5	12825:6	11958:7	14226:8	1022:9	
12854	11895:0	11925:1	48:2	11299:3	4131:4	14423:5	5016:6	2233:7	6006:8	1177:9	
12848	4157:0	13581:1	15589:2	13029:3	315:4	13666:5	2637:6	5156:7	11649:8	6247:9	
12840	199:0	1167:1	1428:2	6762:3	10093:4	1255:5	15330:6	5531:7	14233:8	3086:9	
12835	3250:0	14978:1	351:2	11700:3	1698:4	11660:5	2733:6	6188:7	13347:8	13491:9	
12831	12086:0	3165:1	14423:2	37:3	10313:4	1177:5	2252:6	4172:7	6006:8	5049:9	
12827	6958:0	12468:1	12462:2	2312:3	4186:4	14521:5	409:6	11216:7	13485:8	1978:9	
12823	2111:0	3154:1	431:2	10849:3	2900:4	15124:5	13564:6	10251:7	4115:8	7178:9	
12812	11255:0	11976:1	314:2	11421:3	11660:4	2071:5	2733:6	13517:7	15024:8	12450:9	
12810	1177:0	3154:1	14428:2	4649:3	11973:4	6032:5	2252:6	10930:7	21:8	1819:9	
12809	4138:0	5016:1	11895:2	2487:3	10313:4	1177:5	21:6	3165:7	6728:8	11299:9	
12808	178:0	7381:1	3694:2	6141:3	138:4	1916:5	5205:6	11103:7	12252:8	14559:9	
12804	1310:0	4485:1	11649:2	101:3	3203:4	7651:5	6736:6	2321:7	5622:8	12057:9	
12799	13068:0	10230:1	1125:2	15497:3	1365:4	10202:5	6266:6	4179:7	3960:8	11250:9	
12797	4172:0	1177:1	2218:2	11925:3	16:4	10107:5	3165:6	5016:7	12086:8	6156:9	
12788	12315:0	11267:1	12315:2	3748:3	11163:4	6040:5	14405:6	10182:7	4192:8	272:9	
12780	11649:0	1823:1	14325:2	3173:3	4167:4	12975:5	2227:6	14325:7	53:8	6027:9	
12778	13199:0	14325:1	1406:2	4206:3	6016:4	14350:5	10313:6	56:7	1185:8	2252:9	
12776	4157:0	3173:1	7378:2	2267:3	13121:4	36:5	6196:6	10296:7	11979:8	14429:9	
12775	4117:0	13027:1	2252:2	6006:3	10313:4	43:5	14423:6	1177:7	3165:8	5049:9	
