5966,4121,1,2000-06-15
5966,4129,2,2000-06-15
5966,4649,4,2000-06-15
8192,6068,4,2000-06-15
726,6119,5,2000-06-15
8192,6129,4,2000-06-15
11255,7370,5,2000-06-15
11541,7521,5,2000-06-15
726,7584,5,2000-06-15
8280,7584,5,2000-06-15
8192,7589,4,2000-06-15
2304,8241,5,2000-06-15
5966,12056,3,2000-06-15
8117,12099,4,2000-06-15
3965,13199,5,2000-06-15
726,14397,4,2000-06-15
17003,14398,5,2000-06-15
421,41,5,2000-06-16
5966,4117,4,2000-06-16
8280,6047,4,2000-06-16
8280,6097,4,2000-06-16
8696,6119,4,2000-06-16
8280,6363,4,2000-06-16
8280,6420,4,2000-06-16
11334,7387,5,2000-06-16
8280,7492,5,2000-06-16
8280,8664,5,2000-06-16
6299,11920,5,2000-06-16
6299,11931,4,2000-06-16
14731,12014,4,2000-06-16
5966,12060,5,2000-06-16
6299,12089,4,2000-06-16
14970,12096,4,2000-06-16
8280,12516,5,2000-06-16
6299,13199,5,2000-06-16
8125,14350,5,2000-06-16
8192,14379,2,2000-06-16
6299,14428,4,2000-06-16
4990,3165,4,2000-06-17
8120,6016,5,2000-06-17
8193,6032,2,2000-06-17
8702,6119,5,2000-06-17
8238,6119,5,2000-06-17
8704,6119,5,2000-06-17
11687,7585,4,2000-06-17
1004,11649,3,2000-06-17
4990,11920,5,2000-06-17
8120,11931,4,2000-06-17
14693,11973,2,2000-06-17
14695,11973,5,2000-06-17
4990,13199,5,2000-06-17
14695,14350,3,2000-06-17
17027,14404,5,2000-06-17
8238,14428,5,2000-06-17
3878,2252,5,2000-06-18
3945,2253,5,2000-06-18
3965,5049,4,2000-06-18
8238,7370,5,2000-06-18
3878,7423,5,2000-06-18
11515,7505,5,2000-06-18
11633,11919,5,2000-06-18
14696,11973,5,2000-06-18
4990,12103,4,2000-06-18
415,14325,5,2000-06-18
16992,14396,5,2000-06-18
3965,14397,4,2000-06-18
64,14428,4,2000-06-18
14696,14428,5,2000-06-18
335,33,5,2000-06-19
3965,7415,1,2000-06-19
64,7487,5,2000-06-19
14386,11575,5,2000-06-19
64,11915,1,2000-06-19
8333,12005,5,2000-06-19
9124,12015,4,2000-06-19
3965,14326,1,2000-06-19
16930,14326,1,2000-06-19
16931,14326,1,2000-06-19
810,14428,4,2000-06-19
6051,4129,3,2000-06-20
7613,5038,5,2000-06-20
8122,6016,4,2000-06-20
8124,6016,4,2000-06-20
8125,6016,3,2000-06-20
7613,6152,5,2000-06-20
64,7584,5,2000-06-20
14630,11931,5,2000-06-20
64,12135,4,2000-06-20
14970,14428,4,2000-06-20
122,50,5,2000-06-21
728,56,4,2000-06-21
3837,2246,5,2000-06-21
5869,4101,5,2000-06-21
6299,4160,5,2000-06-21
728,4160,4,2000-06-21
245,6027,4,2000-06-21
8660,6154,5,2000-06-21
728,6159,5,2000-06-21
728,6161,4,2000-06-21
2000,7440,5,2000-06-21
3837,7584,5,2000-06-21
64,7585,4,2000-06-21
728,11918,4,2000-06-21
6108,11920,5,2000-06-21
14970,12441,1,2000-06-21
728,13180,5,2000-06-21
728,13199,4,2000-06-21
6299,14325,5,2000-06-21
728,14325,4,2000-06-21
728,14326,1,2000-06-21
3838,2246,3,2000-06-22
11567,7541,4,2000-06-22
415,7546,5,2000-06-22
5966,7567,3,2000-06-22
16386,13199,4,2000-06-22
774,14397,2,2000-06-22
122,14405,4,2000-06-22
11567,14428,5,2000-06-22
17055,14428,5,2000-06-22
809,62,5,2000-06-23
3979,2255,5,2000-06-23
6130,4140,3,2000-06-23
122,4354,4,2000-06-23
8718,6119,5,2000-06-23
8719,6119,5,2000-06-23
726,7726,5,2000-06-23
14805,12014,5,2000-06-23
8718,14325,5,2000-06-23
17059,14428,5,2000-06-23
38,21,2,2000-06-24
244,23,5,2000-06-24
38,29,4,2000-06-24
38,34,3,2000-06-24
38,48,4,2000-06-24
38,50,3,2000-06-24
4012,2263,3,2000-06-24
6108,4137,5,2000-06-24
38,6027,4,2000-06-24
38,6058,3,2000-06-24
38,6119,4,2000-06-24
8899,6122,3,2000-06-24
2147,6156,4,2000-06-24
9019,6159,5,2000-06-24
14806,12014,1,2000-06-24
14870,12034,5,2000-06-24
9019,13199,5,2000-06-24
8488,14360,4,2000-06-24
225,21,1,2000-06-25
415,40,5,2000-06-25
225,48,3,2000-06-25
447,56,5,2000-06-25
225,59,5,2000-06-25
447,676,3,2000-06-25
38,2243,3,2000-06-25
3949,2253,4,2000-06-25
447,2254,4,2000-06-25
447,2375,4,2000-06-25
447,4137,5,2000-06-25
447,4592,5,2000-06-25
8128,6016,5,2000-06-25
447,6027,4,2000-06-25
8128,6032,1,2000-06-25
447,6034,5,2000-06-25
3949,6044,4,2000-06-25
415,6081,5,2000-06-25
447,6101,4,2000-06-25
8723,6119,4,2000-06-25
8133,6119,5,2000-06-25
8133,6119,4,2000-06-25
3949,6119,5,2000-06-25
8980,6151,5,2000-06-25
447,6152,5,2000-06-25
483,6159,3,2000-06-25
447,6163,4,2000-06-25
225,6565,2,2000-06-25
447,7372,4,2000-06-25
4,7392,5,2000-06-25
38,7423,4,2000-06-25
225,7423,5,2000-06-25
38,7429,4,2000-06-25
225,7492,4,2000-06-25
8611,7534,5,2000-06-25
38,7567,5,2000-06-25
38,7584,5,2000-06-25
120,7584,5,2000-06-25
225,7585,4,2000-06-25
447,10313,5,2000-06-25
120,10746,5,2000-06-25
447,11299,4,2000-06-25
447,11649,4,2000-06-25
225,11649,3,2000-06-25
447,11920,4,2000-06-25
483,11920,4,2000-06-25
447,11920,5,2000-06-25
225,11920,5,2000-06-25
225,12015,5,2000-06-25
447,12033,5,2000-06-25
8133,12089,5,2000-06-25
447,12093,3,2000-06-25
225,12098,2,2000-06-25
447,13180,2,2000-06-25
3949,13181,5,2000-06-25
447,13199,4,2000-06-25
447,14325,4,2000-06-25
225,14326,4,2000-06-25
38,14384,3,2000-06-25
335,1177,5,2000-06-26
3679,2219,5,2000-06-26
2147,2234,5,2000-06-26
3965,2254,5,2000-06-26
335,4102,5,2000-06-26
2147,6081,5,2000-06-26
4,6112,5,2000-06-26
8660,6113,4,2000-06-26
8731,6119,5,2000-06-26
3631,6119,5,2000-06-26
8660,6141,5,2000-06-26
9022,6159,5,2000-06-26
3679,6160,5,2000-06-26
4,7413,4,2000-06-26
11419,7434,2,2000-06-26
4,7455,5,2000-06-26
8660,7487,5,2000-06-26
8660,7492,4,2000-06-26
4,7521,4,2000-06-26
180,7584,5,2000-06-26
3679,7584,5,2000-06-26
8611,8733,5,2000-06-26
9022,11920,3,2000-06-26
14793,12003,5,2000-06-26
3968,12044,5,2000-06-26
8660,14337,4,2000-06-26
8660,14338,3,2000-06-26
4,14398,4,2000-06-26
3679,14399,4,2000-06-26
6540,14428,4,2000-06-26
2147,678,5,2000-06-27
2147,1304,4,2000-06-27
180,2252,5,2000-06-27
3881,2252,3,2000-06-27
8133,6016,3,2000-06-27
180,6016,4,2000-06-27
8176,6027,4,2000-06-27
8133,6047,3,2000-06-27
8738,6119,5,2000-06-27
8611,6122,4,2000-06-27
8133,6159,4,2000-06-27
8611,7537,4,2000-06-27
11638,7584,5,2000-06-27
11638,11920,5,2000-06-27
6540,12071,5,2000-06-27
8611,12077,4,2000-06-27
8611,12403,4,2000-06-27
483,12516,5,2000-06-27
8611,12575,5,2000-06-27
16060,12789,5,2000-06-27
8133,13180,3,2000-06-27
180,13180,1,2000-06-27
16388,13199,5,2000-06-27
225,14428,5,2000-06-27
447,4160,5,2000-06-28
3679,6016,4,2000-06-28
3679,6027,4,2000-06-28
2147,6070,4,2000-06-28
810,6088,5,2000-06-28
180,6094,1,2000-06-28
2147,6114,5,2000-06-28
8741,6119,5,2000-06-28
2147,6145,4,2000-06-28
8611,6149,5,2000-06-28
415,6565,4,2000-06-28
415,7008,5,2000-06-28
180,7462,2,2000-06-28
2147,7519,5,2000-06-28
2147,10102,5,2000-06-28
2147,11924,4,2000-06-28
14813,12015,5,2000-06-28
180,12256,3,2000-06-28
335,12258,5,2000-06-28
447,14326,4,2000-06-28
16959,14334,5,2000-06-28
8611,14416,5,2000-06-28
180,14,1,2000-06-29
358,36,4,2000-06-29
810,62,5,2000-06-29
335,4137,4,2000-06-29
447,4138,2,2000-06-29
335,4143,4,2000-06-29
335,4158,3,2000-06-29
6300,4160,5,2000-06-29
180,6026,3,2000-06-29
180,6027,3,2000-06-29
447,6161,5,2000-06-29
335,6284,4,2000-06-29
9033,6420,4,2000-06-29
571,6805,5,2000-06-29
4,7554,5,2000-06-29
11767,7623,4,2000-06-29
4,7632,4,2000-06-29
447,10113,4,2000-06-29
9033,11920,2,2000-06-29
447,12098,4,2000-06-29
180,12162,2,2000-06-29
16385,14308,5,2000-06-29
3679,14326,5,2000-06-29
4,14428,4,2000-06-29
16385,14432,4,2000-06-29
4,56,5,2000-06-30
4981,3163,5,2000-06-30
4981,3164,5,2000-06-30
571,6016,3,2000-06-30
412,6116,5,2000-06-30
412,6382,5,2000-06-30
412,7411,5,2000-06-30
237,7423,5,2000-06-30
4981,7455,5,2000-06-30
412,7551,5,2000-06-30
412,7558,1,2000-06-30
180,10313,4,2000-06-30
3965,12096,5,2000-06-30
412,12105,2,2000-06-30
15102,12105,4,2000-06-30
180,14384,1,2000-06-30
4981,14416,5,2000-06-30
483,48,5,2000-07-01
4981,3167,5,2000-07-01
9027,6159,5,2000-07-01
571,6159,4,2000-07-01
10158,6565,4,2000-07-01
2147,7551,5,2000-07-01
13629,10313,4,2000-07-01
180,12033,5,2000-07-01
14527,12075,5,2000-07-01
180,12089,1,2000-07-01
722,54,5,2000-07-02
722,2252,3,2000-07-02
3906,2252,5,2000-07-02
8147,6016,5,2000-07-02
8551,6119,5,2000-07-02
8147,6119,5,2000-07-02
571,6157,5,2000-07-02
722,6159,5,2000-07-02
9147,6166,5,2000-07-02
571,6179,5,2000-07-02
2147,6179,5,2000-07-02
412,7406,5,2000-07-02
412,7453,2,2000-07-02
412,7589,5,2000-07-02
415,10101,4,2000-07-02
14527,11915,3,2000-07-02
14912,12076,5,2000-07-02
14806,12105,4,2000-07-02
8511,12105,4,2000-07-02
11718,12135,1,2000-07-02
2147,12403,5,2000-07-02
16944,14326,1,2000-07-02
415,14331,5,2000-07-02
2147,14350,5,2000-07-02
17034,14416,5,2000-07-02
11718,14428,4,2000-07-02
8147,14428,5,2000-07-02
2147,679,4,2000-07-03
2632,1177,5,2000-07-03
2147,2213,4,2000-07-03
6100,4135,5,2000-07-03
463,4142,1,2000-07-03
2632,6016,1,2000-07-03
2147,6034,5,2000-07-03
9073,6159,3,2000-07-03
415,6653,5,2000-07-03
463,7423,4,2000-07-03
11404,7423,5,2000-07-03
8520,7469,1,2000-07-03
11718,7589,5,2000-07-03
14527,11894,4,2000-07-03
4,11967,4,2000-07-03
11820,11982,3,2000-07-03
4,12002,4,2000-07-03
8519,12105,5,2000-07-03
15109,12105,5,2000-07-03
16405,13199,5,2000-07-03
16924,14325,5,2000-07-03
8147,14326,5,2000-07-03
8657,14428,5,2000-07-03
180,2213,5,2000-07-04
447,2217,5,2000-07-04
571,4137,5,2000-07-04
2147,5035,5,2000-07-04
180,6047,4,2000-07-04
349,6119,4,2000-07-04
6140,6119,5,2000-07-04
8823,6119,5,2000-07-04
8825,6119,5,2000-07-04
447,6157,5,2000-07-04
8329,6159,5,2000-07-04
157,6160,5,2000-07-04
2632,7426,5,2000-07-04
447,7584,5,2000-07-04
4,7624,4,2000-07-04
447,8727,5,2000-07-04
180,11919,3,2000-07-04
462,11921,5,2000-07-04
180,11925,2,2000-07-04
11404,12014,1,2000-07-04
15111,12105,5,2000-07-04
5966,12105,5,2000-07-04
14532,14325,5,2000-07-04
8329,14326,5,2000-07-04
180,14400,5,2000-07-04
237,41,3,2000-07-05
237,42,3,2000-07-05
2301,775,4,2000-07-05
82,6068,5,2000-07-05
237,6084,1,2000-07-05
3878,6120,5,2000-07-05
462,7423,5,2000-07-05
11506,7492,5,2000-07-05
237,7585,4,2000-07-05
14532,11895,1,2000-07-05
14962,12089,4,2000-07-05
8280,12098,4,2000-07-05
15118,12105,5,2000-07-05
605,12105,5,2000-07-05
8825,12105,5,2000-07-05
462,13199,5,2000-07-05
14532,14404,4,2000-07-05
14532,14416,5,2000-07-05
122,11,5,2000-07-06
759,56,5,2000-07-06
759,62,5,2000-07-06
3847,2246,5,2000-07-06
3978,6044,5,2000-07-06
481,6044,5,2000-07-06
3978,6046,4,2000-07-06
67,6068,5,2000-07-06
8509,6068,5,2000-07-06
3978,6068,5,2000-07-06
412,6068,5,2000-07-06
3632,6119,5,2000-07-06
8903,6122,4,2000-07-06
759,6144,5,2000-07-06
3978,6157,4,2000-07-06
412,6420,5,2000-07-06
11347,7388,5,2000-07-06
11347,7389,5,2000-07-06
11422,7434,4,2000-07-06
8516,7623,1,2000-07-06
5985,11982,4,2000-07-06
14844,12022,4,2000-07-06
45,12067,4,2000-07-06
45,12105,5,2000-07-06
17075,14428,4,2000-07-06
17076,14428,4,2000-07-06
8516,14428,3,2000-07-06
237,21,1,2000-07-07
527,48,5,2000-07-07
2302,775,4,2000-07-07
3978,2254,5,2000-07-07
237,4142,4,2000-07-07
121,6016,5,2000-07-07
8511,6068,5,2000-07-07
759,6068,4,2000-07-07
3978,6163,5,2000-07-07
121,7584,5,2000-07-07
759,7636,5,2000-07-07
237,8241,5,2000-07-07
6353,8358,5,2000-07-07
121,11918,4,2000-07-07
4,11994,5,2000-07-07
224,12105,5,2000-07-07
237,12918,5,2000-07-07
121,14325,5,2000-07-07
527,14326,4,2000-07-07
240,14331,5,2000-07-07
17077,14428,5,2000-07-07
168,12,5,2000-07-08
461,771,4,2000-07-08
3965,2487,1,2000-07-08
4916,3152,5,2000-07-08
237,4130,5,2000-07-08
2302,5019,4,2000-07-08
6057,6027,2,2000-07-08
157,6047,2,2000-07-08
8512,6068,5,2000-07-08
8513,6068,5,2000-07-08
3949,6068,5,2000-07-08
8574,6088,5,2000-07-08
6057,6088,5,2000-07-08
8512,6119,5,2000-07-08
8851,6119,5,2000-07-08
8853,6119,4,2000-07-08
8512,6122,4,2000-07-08
157,6149,5,2000-07-08
157,6420,5,2000-07-08
157,6565,4,2000-07-08
157,7370,4,2000-07-08
6057,7372,5,2000-07-08
8512,7381,5,2000-07-08
11497,7487,5,2000-07-08
157,7551,5,2000-07-08
2302,7578,5,2000-07-08
11426,7584,5,2000-07-08
11696,7585,2,2000-07-08
8512,7623,4,2000-07-08
8513,8302,5,2000-07-08
11426,11973,5,2000-07-08
157,12055,5,2000-07-08
316,12105,3,2000-07-08
16413,13199,4,2000-07-08
157,14322,4,2000-07-08
157,14325,5,2000-07-08
237,14326,4,2000-07-08
8853,14326,2,2000-07-08
157,14397,1,2000-07-08
3965,14399,4,2000-07-08
8574,14428,4,2000-07-08
237,40,4,2000-07-09
447,41,5,2000-07-09
530,48,3,2000-07-09
447,782,5,2000-07-09
2147,1175,5,2000-07-09
447,1301,5,2000-07-09
447,1304,5,2000-07-09
447,1310,5,2000-07-09
447,1313,5,2000-07-09
447,2255,4,2000-07-09
4916,3154,5,2000-07-09
7610,5034,5,2000-07-09
8515,6068,5,2000-07-09
2810,6068,4,2000-07-09
2582,6068,5,2000-07-09
8516,6068,4,2000-07-09
7610,6068,4,2000-07-09
8517,6068,1,2000-07-09
447,6101,2,2000-07-09
8647,6107,5,2000-07-09
8855,6119,4,2000-07-09
8856,6119,5,2000-07-09
8857,6119,5,2000-07-09
8858,6119,5,2000-07-09
6057,6122,4,2000-07-09
415,6133,3,2000-07-09
237,6144,4,2000-07-09
447,6147,5,2000-07-09
447,6151,5,2000-07-09
9106,6159,5,2000-07-09
10000,6382,5,2000-07-09
759,6728,3,2000-07-09
6407,7378,3,2000-07-09
6057,7420,3,2000-07-09
237,7442,5,2000-07-09
7610,7452,2,2000-07-09
6057,7521,4,2000-07-09
447,7534,5,2000-07-09
7610,7538,4,2000-07-09
447,7551,4,2000-07-09
11686,7584,5,2000-07-09
3965,7589,5,2000-07-09
237,7590,3,2000-07-09
6057,10101,2,2000-07-09
447,11915,4,2000-07-09
7610,11917,4,2000-07-09
6057,11918,3,2000-07-09
14634,11931,5,2000-07-09
7610,11934,4,2000-07-09
6057,11965,3,2000-07-09
447,11968,5,2000-07-09
14781,11994,5,2000-07-09
6057,11995,2,2000-07-09
447,12011,5,2000-07-09
6057,12011,4,2000-07-09
237,12015,4,2000-07-09
7610,12016,1,2000-07-09
237,12019,4,2000-07-09
6057,12025,4,2000-07-09
759,12033,5,2000-07-09
1107,12105,5,2000-07-09
8853,12105,5,2000-07-09
8515,12105,5,2000-07-09
15123,12105,5,2000-07-09
8869,12105,4,2000-07-09
7610,12105,3,2000-07-09
797,12403,5,2000-07-09
16215,13042,5,2000-07-09
447,13148,4,2000-07-09
237,14396,3,2000-07-09
45,1,5,2000-07-10
224,20,4,2000-07-10
447,59,4,2000-07-10
797,59,5,2000-07-10
224,82,4,2000-07-10
591,2214,4,2000-07-10
591,2233,4,2000-07-10
591,2244,4,2000-07-10
7570,5014,5,2000-07-10
591,5264,5,2000-07-10
45,6020,3,2000-07-10
45,6033,4,2000-07-10
591,6049,1,2000-07-10
8518,6068,4,2000-07-10
8519,6068,2,2000-07-10
591,6068,2,2000-07-10
8520,6068,4,2000-07-10
315,6068,4,2000-07-10
8267,6068,5,2000-07-10
8521,6068,3,2000-07-10
3631,6068,4,2000-07-10
605,6068,3,2000-07-10
8522,6068,3,2000-07-10
591,6101,3,2000-07-10
591,6119,2,2000-07-10
8860,6119,5,2000-07-10
80,6122,3,2000-07-10
591,6122,1,2000-07-10
591,6151,3,2000-07-10
591,6365,5,2000-07-10
8853,6565,2,2000-07-10
591,6791,3,2000-07-10
591,7434,4,2000-07-10
80,7623,2,2000-07-10
591,7623,4,2000-07-10
8537,7623,4,2000-07-10
447,8613,3,2000-07-10
14534,11895,1,2000-07-10
461,11974,4,2000-07-10
14534,12033,5,2000-07-10
447,12099,4,2000-07-10
8853,13181,5,2000-07-10
8522,13199,4,2000-07-10
83,14325,5,2000-07-10
8522,14326,2,2000-07-10
591,14428,5,2000-07-10
17079,14428,5,2000-07-10
17080,14428,4,2000-07-10
46,1,2,2000-07-11
197,16,5,2000-07-11
169,29,2,2000-07-11
457,47,4,2000-07-11
203,48,5,2000-07-11
121,48,5,2000-07-11
197,52,4,2000-07-11
4,1175,4,2000-07-11
2645,1177,5,2000-07-11
3796,2229,5,2000-07-11
1226,2238,3,2000-07-11
3963,2253,4,2000-07-11
797,3154,5,2000-07-11
5041,3171,2,2000-07-11
6018,4137,5,2000-07-11
2302,4137,5,2000-07-11
413,5043,5,2000-07-11
8153,6016,2,2000-07-11
161,6016,4,2000-07-11
415,6017,4,2000-07-11
8173,6027,5,2000-07-11
1,6027,2,2000-07-11
157,6038,5,2000-07-11
157,6039,5,2000-07-11
157,6040,2,2000-07-11
8327,6068,5,2000-07-11
6050,6068,5,2000-07-11
180,6068,4,2000-07-11
6140,6068,5,2000-07-11
6057,6068,4,2000-07-11
8523,6068,5,2000-07-11
3805,6068,4,2000-07-11
8524,6068,5,2000-07-11
197,6068,3,2000-07-11
8525,6068,3,2000-07-11
8526,6068,3,2000-07-11
126,6068,5,2000-07-11
1,6068,3,2000-07-11
8173,6068,5,2000-07-11
8527,6068,5,2000-07-11
8528,6068,4,2000-07-11
8529,6068,2,2000-07-11
460,6068,2,2000-07-11
161,6068,1,2000-07-11
8530,6068,4,2000-07-11
8531,6068,4,2000-07-11
3963,6068,2,2000-07-11
1226,6068,3,2000-07-11
8532,6068,3,2000-07-11
8533,6068,1,2000-07-11
8534,6068,3,2000-07-11
8535,6068,4,2000-07-11
8536,6068,5,2000-07-11
8537,6068,4,2000-07-11
587,6068,2,2000-07-11
674,6119,3,2000-07-11
8683,6119,5,2000-07-11
192,6119,5,2000-07-11
8861,6119,5,2000-07-11
6018,6119,3,2000-07-11
8203,6119,5,2000-07-11
460,6119,5,2000-07-11
1,6119,5,2000-07-11
459,6119,5,2000-07-11
8334,6119,1,2000-07-11
8537,6119,4,2000-07-11
5061,6122,4,2000-07-11
161,6122,4,2000-07-11
8904,6122,1,2000-07-11
8537,6122,4,2000-07-11
413,6123,3,2000-07-11
157,6134,3,2000-07-11
9015,6156,5,2000-07-11
83,6159,4,2000-07-11
9107,6159,5,2000-07-11
5,6159,5,2000-07-11
10154,6565,5,2000-07-11
6,6565,5,2000-07-11
2302,6565,5,2000-07-11
197,6655,1,2000-07-11
6018,6728,5,2000-07-11
157,7372,5,2000-07-11
3963,7381,5,2000-07-11
6018,7390,5,2000-07-11
8197,7423,4,2000-07-11
11423,7434,4,2000-07-11
11481,7482,5,2000-07-11
5679,7492,4,2000-07-11
8334,7526,5,2000-07-11
11546,7527,5,2000-07-11
197,7575,5,2000-07-11
6018,7577,4,2000-07-11
459,7578,5,2000-07-11
5679,7584,4,2000-07-11
5,7584,5,2000-07-11
169,7584,5,2000-07-11
11423,7589,2,2000-07-11
1021,7623,5,2000-07-11
333,7919,5,2000-07-11
5679,7919,5,2000-07-11
3697,8241,5,2000-07-11
11481,8302,5,2000-07-11
335,8662,4,2000-07-11
157,10102,1,2000-07-11
1226,10313,4,2000-07-11
333,11915,5,2000-07-11
121,11919,4,2000-07-11
8338,11920,5,2000-07-11
8173,11920,5,2000-07-11
8338,11924,5,2000-07-11
333,11968,3,2000-07-11
14740,11982,2,2000-07-11
333,11987,4,2000-07-11
333,12000,5,2000-07-11
427,12005,4,2000-07-11
8197,12015,4,2000-07-11
333,12015,5,2000-07-11
3963,12034,5,2000-07-11
459,12034,5,2000-07-11
797,12041,5,2000-07-11
15044,12105,5,2000-07-11
15045,12105,1,2000-07-11
15046,12105,5,2000-07-11
15124,12105,4,2000-07-11
15125,12105,4,2000-07-11
15126,12105,5,2000-07-11
8523,12105,5,2000-07-11
15127,12105,5,2000-07-11
15128,12105,4,2000-07-11
3805,12105,5,2000-07-11
8174,12105,3,2000-07-11
15129,12105,3,2000-07-11
15130,12105,4,2000-07-11
6058,12105,5,2000-07-11
4918,12105,4,2000-07-11
8524,12105,5,2000-07-11
126,12105,4,2000-07-11
8203,12105,4,2000-07-11
15131,12105,4,2000-07-11
15132,12105,5,2000-07-11
15133,12105,4,2000-07-11
8531,12105,3,2000-07-11
11423,12105,5,2000-07-11
11764,12105,5,2000-07-11
11302,12105,4,2000-07-11
15134,12105,5,2000-07-11
2645,12105,4,2000-07-11
